ruta,nombre,extension,tamaño_bytes,fecha_modificacion,formato_probable,plataforma_probable,prioridad,hash_sha256,id
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-proto/package.json,package.json,.json,2176,2026-05-16T14:25:48.746252,JSON (tipo por determinar),Desconocida,P5,73839e012ac7134a632c9d9fc6bdb700ac9ab5553cce39eb789ba2b65663e734,FILE_0100
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-errors/package.json,package.json,.json,2174,2026-05-16T14:25:48.766252,JSON (tipo por determinar),Desconocida,P5,1a0a0bcccc76b915cb64073317312840cf6363e9144b96f406d0059774dd5278,FILE_0101
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-object-atoms/CHANGELOG.md,CHANGELOG.md,.md,2136,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,1f2ae981660e6827c35f6319372009ca9d1ff1c9ceb10981d2f679162ce77aca,FILE_0102
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-define-property/package.json,package.json,.json,2129,2026-05-16T14:25:48.726252,JSON (tipo por determinar),Desconocida,P5,3a2cb30dae30a96705dcd9aa2d5fb190cf8200f27badccfa5a81a4374e5708b4,FILE_0103
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-errors/README.md,README.md,.md,2114,2026-05-16T14:25:48.810252,Export textual conversacional,Desconocida,P5,176ec91db928c929508abf9917ebc35dd66e5ea1a989ac3e7ab290496d32c0d6,FILE_0104
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dunder-proto/package.json,package.json,.json,2108,2026-05-16T14:25:48.782252,JSON (tipo por determinar),Desconocida,P5,24df71008e4225c858f389dd2728b76cf66b752256d42a38ed7930aacae7fe2b,FILE_0105
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/gopd/package.json,package.json,.json,2070,2026-05-16T14:25:48.726252,JSON (tipo por determinar),Desconocida,P5,33ace32dc861f6da9d1fd9d0a44c66e8c6ff3b13358d070683c1c2978ff5f19f,FILE_0106
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-define-property/README.md,README.md,.md,2056,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,5ce564bb53fafd87b543f144e04955d128199205cf07bff442f3b875ca90d422,FILE_0107
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-symbols/README.md,README.md,.md,2044,2026-05-16T14:25:48.842252,Export textual conversacional,Desconocida,P5,a062b27ee12e84e310041d05d10d69ac2d7076cba1fc698bae8a4e40a15897ec,FILE_0108
/home/user/improved-parakeet/nexus_backup/CREDENTIAL_VAULT.md,CREDENTIAL_VAULT.md,.md,1961,2026-05-16T13:57:56.061010,Export textual conversacional,Desconocida,P5,4d4af10b032cc178de698bdf33e1fabac807a2823f7d21a3fc6f27e93b2631b5,FILE_0109
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/call-bind-apply-helpers/CHANGELOG.md,CHANGELOG.md,.md,1938,2026-05-16T14:25:48.810252,Export textual conversacional,Desconocida,P5,66327c6e1f42173b24ddd1c04500518452d501c957c314c5c366a5e39bdfcc85,FILE_0110
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dunder-proto/README.md,README.md,.md,1907,2026-05-16T14:25:48.810252,Export textual conversacional,Desconocida,P5,a04f8e67cb76f7d636860dd5d9fc6edd07ec3d41c6672897045573977c8e762a,FILE_0111
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/math-intrinsics/README.md,README.md,.md,1884,2026-05-16T14:25:48.846252,Export textual conversacional,Desconocida,P5,9ac2e749aed9f8259749e0fa1f8caebf3112340ac8d27ba88071744bde8f9b7e,FILE_0112
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-errors/CHANGELOG.md,CHANGELOG.md,.md,1833,2026-05-16T14:25:48.802252,Export textual conversacional,Desconocida,P5,f21ce3b58b9c00181c38429f5f5f07438675fb519c749e4cc9edd7c661a00daf,FILE_0113
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/toidentifier/README.md,README.md,.md,1803,2026-05-16T14:25:48.770252,Export textual conversacional,Desconocida,P5,bbc5b74840438ec9d0d189c10c013c3e0ad9e0add6f09cb16034b8f693d73ff8,FILE_0114
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-proto/README.md,README.md,.md,1794,2026-05-16T14:25:48.782252,Export textual conversacional,Desconocida,P5,5a3c611a2e47ccbe9b01df7ee9f6bce0a2035fd35acbff028e5ceef77a1331ee,FILE_0115
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/statuses/codes.json,codes.json,.json,1789,2026-05-16T14:25:48.718252,JSON (tipo por determinar),Desconocida,P5,d2daa083f11600277bd2bf9823bb48ede916a5b0924d2991d6bc4ce331d5604b,FILE_0116
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/bytes/History.md,History.md,.md,1775,2026-05-16T14:25:48.706252,Export textual conversacional,Desconocida,P5,b335e48648e33bd56c3bcadbdad4c5a8b419099e7369d3dc845c106ddb49fc1c,FILE_0117
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/function-bind/README.md,README.md,.md,1755,2026-05-16T14:25:48.810252,Export textual conversacional,Desconocida,P5,305fc05a184a5afa3766893be87d24e4c0f2e8561b66463a51aee4b196b1dc48,FILE_0118
/home/user/improved-parakeet/nexus_backup/ESTRUCTURA_THESIS.md,ESTRUCTURA_THESIS.md,.md,1731,2026-05-16T13:57:56.065298,Export textual conversacional,Desconocida,P5,b88eceed86933d9a35cffae974d19171409220511a75ccc14c8452b4a37b1f68,FILE_0119
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dotenv/package.json,package.json,.json,1688,2026-05-16T14:25:48.846252,JSON (tipo por determinar),Desconocida,P5,922be338d27d6b0b3a238f8da99daeb1f42ef972e71b4568d5104bbef661f5f5,FILE_0120
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/statuses/HISTORY.md,HISTORY.md,.md,1628,2026-05-16T14:25:48.730253,Export textual conversacional,Desconocida,P5,17ed5dffdb701302299988d379d0583b2948e2bd61f8a34e676671d03551b41e,FILE_0121
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/inherits/README.md,README.md,.md,1625,2026-05-16T14:25:48.766252,Export textual conversacional,Desconocida,P5,b33c8be1ca837d9e4c9b0e04a550feacbc101556164d3cdbb875aed6ccbb8a29,FILE_0122
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-db/package.json,package.json,.json,1624,2026-05-16T14:25:48.802252,JSON (tipo por determinar),Desconocida,P5,d03e37b915a050af548d543f4e45ff5de06ec767c19e745f18c431d9dc26b5bf,FILE_0123
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/hasown/README.md,README.md,.md,1613,2026-05-16T14:25:48.814252,Export textual conversacional,Desconocida,P5,a922ab2a0abcdcbd99c1484c7bd83d69a04b5e11ab53064d2c9aa557df1c52b4,FILE_0124
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/asynckit/package.json,package.json,.json,1611,2026-05-16T14:25:48.702252,JSON (tipo por determinar),Desconocida,P5,63eb9ff63be2e241ee6e80434d4641d6e9b5157d88bd3bbb692fcb2dfc8da4a9,FILE_0125
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@types/node/README.md,README.md,.md,1582,2026-05-16T14:25:48.806252,Export textual conversacional,Desconocida,P5,82cac05498c950eb23a5d4f164d61b8f87350d32576c656ca982d331aa405697,FILE_0126
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/gopd/README.md,README.md,.md,1562,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,a5adda11eb1b5c4a225289ccc2e1f01bdc27e1635b85039ad327ec37082ad3d4,FILE_0127
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dunder-proto/CHANGELOG.md,CHANGELOG.md,.md,1547,2026-05-16T14:25:48.798252,Export textual conversacional,Desconocida,P5,889ec6c5fd3b8b18d431c60a36d643f357d22a8aa1c9c9e6fd8ffecd89c67f13,FILE_0128
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@modelcontextprotocol/sdk/package.json,package.json,.json,1495,2026-05-16T14:25:48.914252,JSON (tipo por determinar),Desconocida,P5,dae5b625e1a11ae61fb83c412441e826a667bc3290e53e6dc6ca1c77bbe7502a,FILE_0129
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/math-intrinsics/CHANGELOG.md,CHANGELOG.md,.md,1466,2026-05-16T14:25:48.846252,Export textual conversacional,Desconocida,P5,1868f81797e7249a210cf6f1811b0700a2c582ab9bed97575ced127b4f9b328a,FILE_0130
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/statuses/package.json,package.json,.json,1440,2026-05-16T14:25:48.722252,JSON (tipo por determinar),Desconocida,P5,dc2508da5568ba768d94b73126cd20a5df934bc0c651ad681022236484ca156c,FILE_0131
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/http-errors/package.json,package.json,.json,1410,2026-05-16T14:25:48.770252,JSON (tipo por determinar),Desconocida,P5,d540721372bf8bf77b5fad31f6567a916e24d0aeeb78c81ba92b69feea9f1eef,FILE_0132
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/depd/package.json,package.json,.json,1335,2026-05-16T14:25:48.762252,JSON (tipo por determinar),Desconocida,P5,5a3659bcc2e47b25ebf9f23f38eb9452a58920bfe4b59410bfa6fe84639a3b99,FILE_0133
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/webidl-conversions/LICENSE.md,LICENSE.md,.md,1323,2026-05-16T14:25:48.718252,Export textual conversacional,Desconocida,P5,a889cc4dbee2ae172c179856b25d75b0b7a5a136e1b97109b9b590b2ff1a879c,FILE_0134
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/raw-body/package.json,package.json,.json,1275,2026-05-16T14:25:48.774252,JSON (tipo por determinar),Desconocida,P5,3072f77ab429d8b89e78c85e0cdefb6e3ef554a9fb19443d006a892a74361e78,FILE_0135
/home/user/improved-parakeet/NEXUS_INVENTORY_MASTER.md,NEXUS_INVENTORY_MASTER.md,.md,1265,2026-05-16T13:57:56.061010,Export textual conversacional,Desconocida,P5,6584c4a8b869172058f446758964d7355208fac00397b614f4c3804c23bde843,FILE_0136
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/setprototypeof/package.json,package.json,.json,1264,2026-05-16T14:25:48.730253,JSON (tipo por determinar),Desconocida,P5,5b39ddf23d2c12a751cb4af2ce12dd5c87314350be7526fff69b4a3ff2a2d538,FILE_0137
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/unpipe/README.md,README.md,.md,1250,2026-05-16T14:25:48.778252,Export textual conversacional,Desconocida,P5,b091938be61f002fc626c4dfabf66cf14ff0b5a8fa9758c9dbbdc37ab818cb5d,FILE_0138
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/gbk-added.json,gbk-added.json,.json,1247,2026-05-16T14:25:48.910252,JSON (tipo por determinar),Desconocida,P5,10cbb08708f3a431977271887b2663f734390a22cedf90875fac9fdbd4bb5317,FILE_0139
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/undici-types/package.json,package.json,.json,1193,2026-05-16T14:25:48.778252,JSON (tipo por determinar),Desconocida,P5,541adf5ec10733ecbf9278ec706914c76b1e5b25cccebdadb7ade8f3066ae052,FILE_0140
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-types/package.json,package.json,.json,1149,2026-05-16T14:25:48.706252,JSON (tipo por determinar),Desconocida,P5,5053cc10259c3913ab6b6c8f13170a619c0d1836c1d9081238329a559fafeb3a,FILE_0141
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/toidentifier/package.json,package.json,.json,1142,2026-05-16T14:25:48.758252,JSON (tipo por determinar),Desconocida,P5,f34c59f784d43da6e633390d85d14ca60539b4676159444f313c62fcfc3b68dc,FILE_0142
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@types/node-fetch/README.md,README.md,.md,1101,2026-05-16T14:25:48.814252,Export textual conversacional,Desconocida,P5,394dbfd8ca7e99821dc913187670c415cf827e45dfa2b4ff92617c20a5b7884b,FILE_0143
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/whatwg-url/LICENSE.txt,LICENSE.txt,.txt,1088,2026-05-16T14:25:48.774252,Export textual conversacional,Desconocida,P5,6b7a1792144374d84dc5ed3655b8bbe2754d06f4f1f64a9fb8b9de2d6f448b85,FILE_0144
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/node-fetch/LICENSE.md,LICENSE.md,.md,1079,2026-05-16T14:25:48.842252,Export textual conversacional,Desconocida,P5,84eaa985e1ef71b8c630e8aba73404c219ff425c6fdb45c62e998b58d4fbdc8e,FILE_0145
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/content-type/package.json,package.json,.json,1075,2026-05-16T14:25:48.778252,JSON (tipo por determinar),Desconocida,P5,bd78a5427ffca1966621301edc6cac2146c8c1e137f122161ba90dca7ec89f77,FILE_0146
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-proto/CHANGELOG.md,CHANGELOG.md,.md,1054,2026-05-16T14:25:48.766252,Export textual conversacional,Desconocida,P5,11759506474827be4b01f43de7d038f1f23effaada2c84ae430459c2aa4dc205,FILE_0147
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/bytes/package.json,package.json,.json,959,2026-05-16T14:25:48.702252,JSON (tipo por determinar),Desconocida,P5,99b21c09ce812dc76a06cd87c4753247cb9615c6a8501c5a5a9d9caa22ea2d12,FILE_0148
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/whatwg-url/package.json,package.json,.json,886,2026-05-16T14:25:48.762252,JSON (tipo por determinar),Desconocida,P5,05a015c4176246f051bbaa3a543ed82480a4a4d85360283e049f159ba014b008,FILE_0149
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/setprototypeof/README.md,README.md,.md,844,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,5ac2886221898d2e967df16753e4d64367957261d362fadd1817a9c80b1a6918,FILE_0150
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/safer-buffer/package.json,package.json,.json,822,2026-05-16T14:25:48.682252,JSON (tipo por determinar),Desconocida,P5,4247a3a63c45a6a7ced1557fe4dd9d2a163af4915d594b95e5867b69a53edb52,FILE_0151
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/unpipe/package.json,package.json,.json,770,2026-05-16T14:25:48.770252,JSON (tipo por determinar),Desconocida,P5,28b717f978d2a4fc72cd08236931443b63fe6586102df3d1967e2b21ea8c5e11,FILE_0152
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/tr46/package.json,package.json,.json,732,2026-05-16T14:25:48.730253,JSON (tipo por determinar),Desconocida,P5,615087f58ee138fd35c2b414c355b72e36e5919725b8aecc1c34f6a5585b9779,FILE_0153
/home/user/improved-parakeet/scripts/persistent/23_gemini_cli_protocol.md,23_gemini_cli_protocol.md,.md,714,2026-05-16T13:57:56.115722,Export textual conversacional,Gemini,P5,a85cb8417963131e6b8360f5eb8b6919b95c21dd8b7ef76a2ceb8b174b34b4c0,FILE_0154
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/delayed-stream/package.json,package.json,.json,684,2026-05-16T14:25:48.702252,JSON (tipo por determinar),Desconocida,P5,4f5bd886efbd8feda6ac04db6ac1aa8b2e8dfc159503b0652667e1bc88efd4cb,FILE_0155
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/combined-stream/package.json,package.json,.json,640,2026-05-16T14:25:48.702252,JSON (tipo por determinar),Desconocida,P5,761adece21443081ae818fe0e18864d7fa03f387075b89afa6cc5dd98356fafa,FILE_0156
/home/user/improved-parakeet/nexus_unified_corpus/google_docs_links.json,google_docs_links.json,.json,622,2026-05-16T14:28:07.132543,JSON (tipo por determinar),Desconocida,P5,9b378ef314675efb8b958c14b598766633ddf9df4e8f5e36a7c9cb094d171eb2,FILE_0157
/home/user/improved-parakeet/mcp-servers/onedrive/package.json,package.json,.json,594,2026-05-16T14:05:02.521416,JSON (tipo por determinar),Desconocida,P5,3d66c9f1e6a3d55a3b47cbbf54090c7167c6b5e6983c2a4c6cc707788fc85a5c,FILE_0158
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/inherits/package.json,package.json,.json,581,2026-05-16T14:25:48.738252,JSON (tipo por determinar),Desconocida,P5,be645800bc94fd8de29c8ae91690549b316cc437100108aeea7b2f347693cc80,FILE_0159
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/content-type/HISTORY.md,HISTORY.md,.md,523,2026-05-16T14:25:48.782252,Export textual conversacional,Desconocida,P5,a8b6514926048a9bfad6c058a3f374797d1a752b47d00b03b34ff61d093a3b5d,FILE_0160
/home/user/improved-parakeet/mcp-servers/dropbox/package.json,package.json,.json,520,2026-05-16T14:04:11.005418,JSON (tipo por determinar),Desconocida,P5,9147f42ab5063f161073fb1d5789a45db0a529bf1e6ca2e8c964b922e42fa5a0,FILE_0161
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/webidl-conversions/package.json,package.json,.json,511,2026-05-16T14:25:48.706252,JSON (tipo por determinar),Desconocida,P5,e26568c06b82596d754c7490fd568b4b3f970b3b97c55020d42f65990d0c86af,FILE_0162
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/undici-types/README.md,README.md,.md,455,2026-05-16T14:25:48.786252,Export textual conversacional,Desconocida,P5,c8cced6ec588c55b07e35733258cb7d6b63e3426ee7490aa9267aab4bda0fb20,FILE_0163
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dropbox/CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,.md,317,2026-05-16T14:25:49.026252,Export textual conversacional,Desconocida,P5,5b8b4b0973cfbbf4cf03bbf3011e920e6126a2ab97ac1ee9c60907b4c02a2e2f,FILE_0164
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/function-bind/.github/SECURITY.md,SECURITY.md,.md,157,2026-05-16T14:25:48.822253,Export textual conversacional,Desconocida,P5,dd880fbe091e1b4fe671ef6e4879f7d144a64c0a3b21ce9b498c62c082ff3e50,FILE_0165
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/toidentifier/HISTORY.md,HISTORY.md,.md,128,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,4839c59f4e7364d7db5746d3f63fb54c0e81aa8b2c7dbd20009438d1d0864cf0,FILE_0166
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dotenv/SECURITY.md,SECURITY.md,.md,69,2026-05-16T14:25:48.858252,Export textual conversacional,Desconocida,P5,a721e1a4bd3baa5228447211d47d2b38fbc3adf7b5588de0d728eeda398271ca,FILE_0167
/home/user/improved-parakeet/nexus_mesh_registry.json,nexus_mesh_registry.json,.json,61,2026-05-16T13:57:56.065298,JSON (tipo por determinar),Desconocida,P5,930478b05ab35de5c4cf4a281e8cbdf61515f461f788c256ab8800887f493ac5,FILE_0168
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/unpipe/HISTORY.md,HISTORY.md,.md,59,2026-05-16T14:25:48.806252,Export textual conversacional,Desconocida,P5,6f6dc64d92c2450fd3a2fe41ca1dd3ebeb9c2321ac3c308728f5de69fe6c6fec,FILE_0169
